AssistID,MatchID,PlayerID,TeamID,Minute
116,354,815,20,72
117,2074,903,21,79
118,1338,770,29,34
119,781,482,26,56
120,2153,506,29,17
121,2199,388,38,33
122,611,265,12,69
123,1750,907,19,72
124,1192,787,7,74
125,1492,558,4,50
126,1757,340,14,3
127,515,535,12,84
128,2139,341,6,56
129,1069,825,12,9
130,2499,1,20,32
131,1282,532,33,66
132,471,121,15,77
133,1593,82,21,58
134,2414,249,29,81
135,134,650,30,5
136,2334,181,38,9
137,590,286,24,53
138,1238,818,1,60
139,172,268,20,79
140,123,813,38,42
141,562,125,18,43
142,1971,354,24,81
143,2043,415,2,52
144,232,335,3,50
145,342,667,6,31
146,2256,315,37,67
147,1399,815,40,68
148,1837,371,9,25
149,349,807,5,88
150,737,442,35,55
151,1631,559,12,8
152,2156,574,32,36
153,2460,817,28,15
154,1271,179,17,90
155,263,703,25,39
156,824,433,38,50
157,888,59,28,58
158,1102,126,35,20
159,699,880,33,83
160,857,683,10,70
161,2080,883,34,70
162,212,835,25,12
163,512,282,6,26
164,1278,739,15,58
165,719,24,22,57
166,1908,319,12,42
167,374,248,11,54
168,2350,437,36,72
169,847,594,6,42
170,725,51,23,30
171,1888,4,36,1
172,2077,345,13,6
173,1231,348,18,32
174,1286,259,39,51
175,2086,725,20,53
176,2424,477,8,39
177,691,293,25,43
178,749,449,23,21
179,963,742,30,11
180,600,748,14,18
181,184,78,9,14
182,2388,456,8,82
183,1107,751,36,2
184,2225,677,30,86
185,514,751,25,87
186,239,593,27,65
187,1382,223,25,79
188,702,579,13,67
189,26,653,32,50
190,729,316,36,38
191,1291,69,12,64
192,912,263,1,23
193,297,322,33,84
194,1485,252,8,84
195,90,704,18,10
196,185,908,14,17
197,2484,197,36,8
198,911,194,24,47
199,1261,56,18,1
200,1898,55,28,14
201,1073,535,3,32
202,2370,292,16,6
203,1923,339,18,52
204,2122,341,13,67
205,869,450,38,10
206,1528,116,4,67
207,1855,484,40,24
208,1482,518,33,41
209,1373,106,27,54
210,1966,78,10,81
211,1086,814,5,25
212,181,903,20,74
213,2443,190,18,67
214,2096,364,40,77
215,1983,824,35,71
216,2396,917,14,3
217,1745,845,17,76
218,1111,36,28,2
219,1002,225,19,27
220,1164,413,5,32
221,807,887,30,67
222,1112,671,10,65
223,125,202,10,15
224,25,823,16,65
225,84,673,40,82
226,974,789,6,72
227,760,270,27,54
228,1109,353,36,14
229,1636,296,13,23
230,311,484,16,89
231,370,269,9,25
232,544,398,35,71
233,695,783,13,4
234,614,429,24,48
235,1953,485,3,69
236,1454,734,12,75
237,555,799,32,86
238,53,150,18,3
239,2072,619,17,71
240,968,691,21,2
241,2176,852,35,84
242,2156,518,23,26
243,1263,873,28,21
244,2223,208,22,9
245,2479,745,4,52
246,634,632,2,47
247,1187,750,22,22
248,2237,679,28,87
249,1893,212,34,17
250,1658,597,21,37
251,2411,263,8,7
252,1262,413,6,45
253,1587,728,29,3
254,476,91,32,41
255,1473,249,31,84
256,1616,147,25,38
257,252,398,30,5
258,697,359,32,67
259,1090,38,7,24
260,1705,567,12,23
261,1508,8,34,84
262,2010,755,35,78
263,468,545,14,35
264,1674,535,32,72
265,2479,829,34,61
266,101,456,16,50
267,298,19,39,55
268,1667,553,14,48
269,1570,96,39,32
270,1584,225,12,82
271,1653,385,5,78
272,1777,430,17,32
273,1122,767,23,89
274,1778,663,28,86
275,73,697,16,16
276,2472,500,22,27
277,1494,856,35,52
278,1173,283,15,75
279,1707,666,28,3
280,2244,202,17,83
281,2442,600,23,60
282,18,281,24,73
283,495,868,34,27
284,1249,775,30,36
285,631,696,2,90
286,507,237,1,75
287,2427,554,17,19
288,2029,16,4,80
289,22,176,39,15
290,319,596,16,44
291,2459,715,7,34
292,772,199,33,87
293,1454,694,12,46
294,798,591,38,80
295,440,309,16,76
296,2116,854,8,61
297,817,669,36,37
298,2196,77,28,23
299,46,407,1,65
300,1308,717,2,16
301,448,622,22,88
302,1649,25,5,25
303,1278,136,23,84
304,2146,96,35,6
305,2025,836,14,50
306,2452,74,28,33
307,462,890,17,54
308,243,635,11,28
309,2124,254,17,11
310,1783,914,3,31
311,121,661,26,38
312,2360,430,31,79
313,1892,885,31,23
314,1853,235,39,45
315,1027,429,38,48
316,1629,232,8,58
317,1819,216,22,71
318,1355,481,34,53
319,653,601,18,46
320,297,490,28,44
321,62,767,18,76
322,1164,590,13,75
323,1281,424,16,52
324,148,456,23,22
325,1472,561,21,66
326,641,566,22,76
327,508,143,24,13
328,256,588,3,35
329,608,191,21,43
330,500,54,16,7
331,2224,710,15,81
332,2100,17,29,69
333,2313,674,20,14
334,1933,601,16,39
335,2300,304,25,45
336,335,134,11,7
337,2289,484,28,38
338,231,61,9,59
339,132,418,27,40
340,2461,192,10,45
341,2185,685,27,55
342,1351,746,19,86
343,1123,226,3,18
344,1225,519,24,42
345,296,783,35,17
346,202,672,38,51
347,2229,615,3,71
348,2369,676,19,31
349,1451,807,39,19
350,2230,576,4,67
351,361,528,35,45
352,1249,609,31,47
353,1626,77,38,8
354,640,872,16,36
355,2113,1,13,84
356,2223,579,26,54
357,1465,409,12,5
358,415,561,40,16
359,4,54,25,10
360,251,632,24,72
361,1639,16,29,35
362,1309,225,24,84
363,1282,694,25,28
364,1352,768,19,66
365,1577,712,38,72
366,1993,81,27,29
367,725,465,8,20
368,1782,722,14,88
369,228,262,32,46
370,1352,791,35,22
371,2455,133,35,34
372,2095,523,37,77
373,929,39,39,7
374,2309,789,33,6
375,2403,550,4,31
376,2066,516,36,87
377,808,888,27,1
378,1214,587,14,75
379,2444,809,35,83
380,585,794,15,1
381,1047,634,9,23
382,1737,411,32,18
383,2059,635,24,8
384,1178,47,21,75
385,1488,12,25,79
386,1592,408,30,46
387,1469,165,26,65
388,1417,625,13,73
389,1020,398,33,71
390,475,461,21,32
391,1124,117,6,21
392,1904,451,31,48
393,1688,448,16,68
394,2357,227,11,58
395,2180,443,15,15
396,2262,338,30,63
397,431,507,1,46
398,1688,39,7,25
399,863,476,31,47
400,627,464,1,8
401,1313,446,31,56
402,94,531,18,66
403,830,150,4,35
404,978,361,35,54
405,2480,299,28,52
406,473,913,1,10
407,2107,85,37,67
408,1626,859,24,23
409,2008,32,40,15
410,496,581,10,50
411,1044,396,5,8
412,1302,79,29,31
413,810,179,17,84
414,2066,570,12,34
415,2446,541,25,80
416,1829,699,24,57
417,1038,455,16,56
418,249,542,34,63
419,537,404,38,14
420,1567,108,37,54
421,339,491,27,71
422,1382,836,16,4
423,2046,208,11,82
424,1837,336,33,47
425,1170,239,9,83
426,401,239,28,22
427,1605,503,39,9
428,165,620,14,70
429,328,203,21,69
430,429,66,18,2
431,1888,358,34,15
432,1272,850,18,31
433,701,908,11,81
434,1078,524,5,20
435,1509,910,21,21
436,306,92,13,59
437,2242,25,15,7
438,2375,753,6,72
439,1987,15,10,8
440,2271,546,32,88
441,126,841,25,53
442,2247,7,28,71
443,21,857,20,73
444,1448,420,4,11
445,1869,656,16,84
446,915,123,32,6
447,1885,318,17,71
448,2321,123,14,67
449,2123,439,18,87
450,2405,24,20,38
451,350,85,31,47
452,2470,689,20,62
453,424,143,24,31
454,2219,567,10,29
455,590,852,27,76
456,184,729,38,51
457,2427,183,10,28
458,518,661,2,57
459,43,70,22,54
460,321,868,14,84
461,1663,250,26,60
462,331,745,24,68
463,2075,761,19,49
464,1718,52,23,6
465,768,465,38,13
466,887,798,29,50
467,605,545,22,47
468,1900,182,21,55
469,1260,465,17,62
470,956,532,11,89
471,668,677,18,86
472,2309,416,20,19
473,73,574,6,63
474,29,157,18,46
475,2173,280,3,50
476,756,241,36,78
477,2402,688,27,10
478,1198,577,15,57
479,1521,624,2,80
480,1869,754,31,2
481,1451,755,23,71
482,379,812,27,75
483,1319,485,20,48
484,681,232,15,65
485,64,337,18,25
486,2081,663,5,3
487,1354,53,21,20
488,2455,11,19,62
489,1550,818,12,28
490,2040,305,18,69
491,602,166,12,83
492,1205,826,2,64
493,1940,610,3,73
494,1920,163,19,37
495,2077,264,9,25
496,2127,137,19,85
497,801,663,17,86
498,528,420,4,76
499,1337,257,39,58
500,118,193,6,3
501,1695,630,1,40
502,2154,905,35,58
503,1008,210,10,26
504,1449,365,22,83
505,203,259,14,43
506,2308,507,8,70
507,1650,828,3,38
508,2346,442,33,70
509,2348,744,24,23
510,74,857,17,24
511,87,376,7,90
512,1706,513,1,74
513,2099,601,38,35
514,345,556,6,75
515,2021,142,7,30
516,162,65,13,3
517,937,500,34,68
518,2282,243,29,75
519,1597,736,39,51
520,495,504,6,39
521,64,811,25,2
522,1013,86,34,67
523,879,433,7,81
524,144,142,4,61
525,1018,403,3,73
526,2482,301,5,62
527,409,16,32,81
528,785,670,5,57
529,2084,334,40,2
530,2134,284,21,29
531,200,807,24,26
532,427,368,8,54
533,2211,667,23,75
534,1259,58,40,38
535,1342,434,29,5
536,643,656,26,75
537,480,258,10,81
538,2074,709,30,49
539,1365,254,4,83
540,2498,20,31,65
541,1068,164,36,54
542,985,111,14,66
543,1352,142,24,6
544,2324,198,8,29
545,1020,579,9,74
546,1381,848,26,17
547,1981,733,37,7
548,2027,63,10,49
549,170,349,24,41
550,837,599,33,6
551,1559,379,15,29
552,494,519,29,29
553,2353,629,5,67
554,1470,778,8,35
555,2061,558,27,7
556,1724,870,27,40
557,309,592,38,34
558,141,253,22,57
559,135,393,17,61
560,403,615,20,59
561,2038,811,14,56
562,1944,417,20,1
563,338,606,5,39
564,2455,512,10,71
565,5,771,4,54
566,209,426,22,46
567,1950,429,36,7
568,1554,695,11,65
569,1404,245,24,7
570,2304,578,26,48
571,288,738,13,50
572,1375,474,33,47
573,1506,112,8,6
574,376,691,28,35
575,1356,855,8,16
576,163,601,30,41
577,367,761,15,84
578,330,886,36,40
579,665,265,12,86
580,985,449,27,38
581,487,679,17,1
582,1579,593,40,77
583,1099,216,23,58
584,1954,275,40,46
585,1114,212,18,19
586,1836,138,21,60
587,417,250,12,31
588,760,643,17,29
589,637,119,39,82
590,861,757,38,28
591,135,914,13,48
592,1738,186,26,10
593,1068,191,2,8
594,769,79,21,18
595,1006,311,16,38
596,1519,447,18,65
597,870,101,33,86
598,1210,181,22,89
599,1242,306,13,77
600,2117,668,15,2
601,1539,901,19,10
602,1170,812,6,64
603,1001,610,5,1
604,2104,290,40,71
605,1852,191,9,62
606,120,323,16,61
607,556,744,38,1
608,1442,628,5,51
609,2158,574,29,8
610,2183,401,6,82
611,1746,412,24,2
612,700,563,21,7
613,770,102,28,25
614,70,154,38,86
615,646,894,8,17
616,281,437,14,40
617,2165,642,7,19
618,1096,73,32,30
619,2477,437,39,71
620,2409,490,7,32
621,1479,7,6,85
622,2091,824,15,89
623,2325,664,37,69
624,727,194,5,86
625,2093,779,27,70
626,2145,888,10,41
627,709,702,33,77
628,38,402,14,42
629,1059,662,37,63
630,740,331,30,60
631,1836,568,10,63
632,2183,656,19,19
633,943,285,26,4
634,361,910,14,74
635,1854,466,34,42
636,595,473,37,32
637,402,14,7,66
638,2263,902,40,13
639,1921,831,8,89
640,721,593,26,84
641,359,624,12,59
642,1781,871,36,29
643,2499,920,34,60
644,744,621,24,7
645,394,407,14,7
646,1518,86,31,60
647,1690,553,13,77
648,1377,796,23,68
649,430,336,15,23
650,1641,425,18,77
651,1876,247,5,31
652,1882,265,6,32
653,1651,236,28,16
654,1571,896,8,16
655,1027,27,28,50
656,133,593,17,7
657,390,58,24,6
658,1252,530,4,87
659,2177,96,15,25
660,912,255,13,7
661,74,522,30,83
662,366,559,38,37
663,2326,30,10,15
664,172,859,37,53
665,151,109,18,24
666,1801,61,2,70
667,2172,399,11,33
668,1499,702,14,27
669,911,481,6,41
670,88,691,28,63
671,2460,276,39,3
672,1384,756,2,56
673,1531,160,35,87
674,1487,748,21,85
675,1116,665,24,67
676,1119,14,6,47
677,2157,638,14,21
678,2054,255,10,18
679,1,604,40,33
680,957,391,1,68
681,2024,909,27,47
682,2067,118,26,46
683,1980,478,8,73
684,2184,345,38,57
685,1775,455,23,19
686,1952,224,36,78
687,2020,745,28,41
688,2233,281,20,39
689,1930,902,23,70
690,916,332,37,18
691,1770,884,34,62
692,1771,65,36,73
693,1465,880,32,46
694,358,232,21,13
695,1006,400,30,18
696,50,161,18,22
697,448,360,36,13
698,94,163,7,40
699,990,899,23,10
700,1002,228,25,86
701,339,21,26,71
702,41,575,16,53
703,1008,238,35,75
704,1605,525,28,79
705,1971,784,6,77
706,717,679,11,29
707,259,806,4,67
708,2423,519,38,16
709,1330,614,21,30
710,1891,747,22,36
711,1034,392,3,18
712,1246,847,26,33
713,1583,526,3,21
714,1577,694,29,47
715,2336,3,37,20
716,1723,358,30,13
717,661,229,17,25
718,413,883,35,40
719,109,88,35,75
720,1151,349,25,21
721,962,117,33,35
722,269,145,16,11
723,390,823,39,49
724,1945,778,3,9
725,1353,832,2,36
726,250,201,2,73
727,2220,841,36,20
728,1566,370,24,89
729,1031,721,12,47
730,1828,914,3,46
731,1784,456,18,52
732,578,185,28,49
733,1317,901,24,81
734,180,616,16,4
735,47,32,39,75
736,124,136,34,26
737,1923,448,22,28
738,308,493,17,49
739,632,573,27,4
740,445,473,36,64
741,997,546,35,38
742,2418,626,19,8
743,1422,157,31,69
744,1053,443,28,90
745,2046,655,23,71
746,2321,504,19,36
747,406,204,12,46
748,2118,190,38,29
749,1664,791,20,60
750,625,621,34,12
751,2494,258,31,88
752,1569,522,8,51
753,2486,452,5,17
754,648,237,24,81
755,447,148,17,13
756,1778,71,28,31
757,101,442,21,88
758,1037,777,38,9
759,2263,390,6,32
760,1636,476,36,65
761,2140,630,11,74
762,1577,79,18,46
763,806,392,29,75
764,1090,76,23,29
765,1089,182,2,75
766,401,290,20,41
767,1973,916,4,4
768,2291,463,24,40
769,2025,502,1,61
770,822,288,7,77
771,1214,406,1,37
772,1220,647,5,11
773,1475,354,31,53
774,2226,712,4,79
775,49,823,4,44
776,2153,501,3,41
777,1759,380,16,14
778,2206,431,35,37
779,2131,294,21,2
780,1630,596,26,40
781,15,132,36,14
782,253,797,6,5
783,534,738,2,81
784,1922,14,32,9
785,259,179,15,59
786,1658,26,23,78
787,301,137,40,52
788,2271,40,28,60
789,196,185,6,66
790,1646,482,25,4
791,595,867,22,75
792,2177,791,21,64
793,2079,346,31,23
794,1810,462,31,53
795,1531,331,20,64
796,1989,425,29,90
797,1693,592,19,37
798,1948,94,5,12
799,322,787,34,49
800,841,157,28,40
801,1495,851,18,68
802,1455,343,33,28
803,478,201,12,20
804,621,170,32,89
805,464,175,14,57
806,1764,699,21,28
807,1807,888,3,90
808,2243,772,26,13
809,294,822,29,48
810,2479,445,35,52
811,2175,33,34,77
812,1862,271,16,6
813,2433,364,12,21
814,1390,575,32,8
815,1118,613,40,85
816,1509,430,20,89
817,468,894,16,41
818,2478,551,1,12
819,1047,75,9,64
820,1497,528,8,61
821,463,393,28,79
822,2157,848,26,90
823,271,268,9,68
824,1123,859,37,33
825,496,424,32,76
826,889,441,4,89
827,2130,726,32,37
828,1363,390,39,8
829,970,793,39,76
830,1055,580,13,11
831,2112,226,30,25
832,343,216,31,71
833,1700,162,18,3
834,731,51,17,79
835,2251,335,8,10
836,1885,64,33,86
837,202,502,28,10
838,444,535,16,8
839,1369,36,5,75
840,1345,635,24,62
841,2336,269,30,5
842,1977,798,34,58
843,1632,273,30,76
844,87,81,7,42
845,924,347,14,78
846,1629,248,32,15
847,704,476,16,15
848,1440,878,19,1
849,763,92,33,54
850,2167,473,37,83
851,2357,642,30,52
852,952,281,25,21
853,534,284,13,65
854,1953,246,19,23
855,454,767,5,59
856,479,680,37,45
857,2354,629,9,53
858,1964,218,6,30
859,1282,823,28,72
860,1123,406,36,82
861,408,59,17,13
862,2373,655,15,40
863,108,801,6,79
864,1351,74,31,43
865,983,726,13,78
866,1436,725,2,4
867,1360,502,35,56
868,2208,156,21,45
869,308,47,9,84
870,2288,612,17,73
871,1095,665,24,67
872,2213,228,12,37
873,307,698,37,57
874,974,415,11,74
875,797,233,9,17
876,2459,761,33,51
877,888,476,6,70
878,461,909,10,43
879,1378,315,1,8
880,273,715,27,40
881,2140,734,23,64
882,1732,907,4,73
883,700,447,9,90
884,650,384,30,75
885,643,455,12,26
886,1125,339,34,14
887,1223,549,33,36
888,547,163,32,1
889,2246,920,19,19
890,2194,597,9,22
891,653,885,6,86
892,588,556,35,4
893,2007,603,1,86
894,671,370,24,19
895,1758,354,40,41
896,716,606,32,18
897,1394,570,39,42
898,632,329,18,73
899,578,590,21,82
900,2171,738,22,27
901,1165,529,14,4
902,815,229,9,75
903,622,148,27,59
904,511,571,40,46
905,1490,772,33,49
906,1969,665,16,82
907,608,276,30,31
908,296,450,6,25
909,1761,738,18,43
910,621,6,39,69
911,1963,718,34,34
912,964,21,13,85
913,1518,561,12,72
914,2111,638,9,43
915,29,42,11,29
916,1152,478,39,71
917,1822,461,23,51
918,1354,414,17,9
919,194,792,20,68
920,1414,796,28,15
921,273,290,4,32
922,1058,602,25,44
923,913,169,7,79
924,1528,163,6,32
925,1711,38,39,85
926,117,886,38,28
927,214,401,26,25
928,788,20,28,75
929,690,250,34,1
930,1872,716,40,42
931,1460,402,15,34
932,431,706,32,28
933,703,429,32,51
934,1579,587,11,24
935,1503,405,34,64
936,1886,871,14,54
937,2154,604,10,34
938,1323,799,38,22
939,2047,273,28,28
940,62,290,24,26
941,71,23,37,70
942,479,662,27,51
943,2066,738,9,79
944,2496,298,32,71
945,890,313,18,69
946,1781,864,28,65
947,1503,163,37,3
948,1023,425,18,19
949,571,241,10,54
950,1953,749,10,7
951,36,707,36,36
952,1367,491,18,4
953,1285,534,12,2
954,958,633,5,75
955,1849,493,4,18
956,1404,347,13,20
957,1680,905,3,78
958,400,802,8,13
959,363,434,33,73
960,1226,374,28,16
961,1812,583,38,77
962,1723,502,35,7
963,1588,350,5,44
964,414,105,7,68
965,1910,681,4,61
966,322,360,3,17
967,237,848,22,83
968,2450,237,2,35
969,349,414,12,21
970,1928,526,21,28
971,800,249,11,6
972,1905,910,36,74
973,1215,573,26,36
974,651,74,36,38
975,1950,173,15,10
976,767,629,27,20
977,2393,555,13,24
978,1402,103,22,74
979,2232,252,22,11
980,2497,155,3,62
981,328,500,26,30
982,498,578,34,81
983,1968,729,18,81
984,1298,34,36,60
985,2286,134,25,3
986,2135,264,14,74
987,2210,267,11,56
988,2198,159,3,23
989,1482,116,36,25
990,429,627,27,59
991,420,847,14,10
992,2301,888,21,43
993,1465,282,39,73
994,611,578,39,43
995,2413,454,28,51
996,118,355,7,33
997,752,579,31,56
998,357,256,4,32
999,2165,840,3,54
1000,2194,496,21,76
1001,2486,42,24,26
1002,2384,851,38,4
1003,1063,10,14,53
1004,849,337,16,88
1005,655,790,38,69
1006,948,579,38,14
1007,1537,230,31,12
1008,1088,882,5,25
1009,426,1,27,88
1010,606,154,32,62
1011,1193,127,27,63
1012,170,431,24,58
1013,2493,252,11,34
1014,1500,113,1,53
1015,2123,695,20,11
1016,366,687,19,33
1017,958,369,40,22
1018,1785,634,22,71
1019,1973,302,33,4
1020,113,375,22,13
1021,1754,687,7,81
1022,1203,447,34,49
1023,2149,35,26,41
1024,2281,263,22,45
1025,1331,350,8,43
1026,659,142,18,16
1027,2175,337,22,17
1028,1360,75,1,73
1029,2480,903,30,90
1030,288,4,6,11
1031,522,450,28,25
1032,1156,508,3,77
1033,946,651,8,83
1034,491,870,14,75
1035,1884,605,30,59
1036,461,566,37,60
1037,1474,810,32,67
1038,783,805,17,40
1039,1740,220,6,35
1040,431,616,37,29
1041,1149,350,14,47
1042,515,371,3,27
1043,2104,248,30,18
1044,127,643,13,14
1045,2226,400,6,46
1046,1275,211,24,56
1047,1970,229,4,13
1048,1430,23,26,59
1049,2240,659,29,40
1050,2289,372,4,56
1051,760,736,32,39
1052,1812,420,14,32
1053,1,225,40,71
1054,643,617,4,60
1055,502,597,30,30
1056,2160,798,1,87
1057,1724,359,25,77
1058,728,905,8,18
1059,732,489,37,16
1060,2184,55,17,65
1061,571,410,39,7
1062,175,851,5,81
1063,2458,567,23,14
1064,818,744,3,62
1065,2145,294,40,43
1066,1844,860,5,16
1067,828,129,2,33
1068,2101,716,14,42
1069,863,404,13,66
1070,2500,338,16,79
1071,2012,91,14,83
1072,851,268,28,76
1073,192,269,3,44
1074,2098,897,16,67
1075,966,390,9,26
1076,17,445,8,9
1077,185,527,38,58
1078,1986,69,35,80
1079,1465,853,11,20
1080,1352,742,16,73
1081,1421,740,25,22
1082,555,776,36,3
1083,2341,195,24,35
1084,884,170,8,86
1085,403,570,10,28
1086,173,651,35,34
1087,1992,555,18,74
1088,1010,167,33,59
1089,1404,734,9,65
1090,1262,253,13,26
1091,1430,236,5,31
1092,1651,882,30,87
1093,1103,817,17,27
1094,1212,172,17,68
1095,208,666,34,25
1096,770,637,23,79
1097,475,256,2,15
1098,1307,229,21,32
1099,661,743,19,28
1100,186,871,21,86
1101,1829,290,12,48
1102,2031,108,24,63
1103,2029,189,39,55
1104,1097,652,3,8
1105,842,245,13,37
1106,1990,311,14,72
1107,2361,46,18,88
1108,950,813,34,90
1109,184,65,9,33
1110,1635,643,29,82
1111,1668,231,35,77
1112,1178,22,27,17
1113,1380,547,31,20
1114,1722,761,40,81
1115,143,67,35,58
1116,671,762,35,65
1117,1627,399,19,7
1118,1623,224,29,28
1119,1094,461,25,80
1120,1738,15,35,46
1121,2315,432,19,25
1122,73,487,3,89
1123,1,401,30,17
1124,2485,532,6,3
1125,1653,189,10,78
1126,81,687,21,86
1127,1056,312,8,85
1128,2497,392,16,39
1129,1819,55,14,33
1130,1122,912,10,72
1131,482,552,4,34
1132,2449,274,30,78
1133,1428,835,2,48
1134,1697,77,25,7
1135,329,561,27,70
1136,1594,36,25,60
1137,1060,9,9,23
1138,452,219,36,64
1139,1209,613,14,90
1140,1727,657,20,82
1141,476,839,19,68
1142,85,665,21,61
1143,1624,639,3,68
1144,1620,891,4,40
1145,1974,281,37,89
1146,1607,305,21,17
1147,351,540,13,11
1148,613,94,21,56
1149,104,448,23,6
1150,1262,419,38,70
1151,454,379,7,88
1152,448,100,4,61
1153,79,587,29,76
1154,1040,463,11,87
1155,500,410,22,35
1156,912,405,1,31
1157,2121,110,31,33
1158,1495,622,22,28
1159,1486,887,11,34
1160,1282,807,29,19
1161,2148,205,35,77
1162,701,311,4,11
1163,1723,893,34,25
1164,544,631,1,65
1165,1875,472,13,71
1166,484,112,6,12
1167,1720,589,22,16
1168,1778,839,24,90
1169,2225,62,20,76
1170,78,583,33,22
1171,1980,92,3,78
1172,1764,774,35,35
1173,269,492,6,51
1174,478,825,8,40
1175,1468,101,16,48
1176,2402,804,7,37
1177,587,265,2,83
1178,982,270,39,14
1179,839,766,5,3
1180,33,276,30,38
1181,412,823,2,61
1182,671,305,23,28
1183,725,202,39,81
1184,229,809,12,67
1185,497,92,38,7
1186,184,108,23,50
1187,1611,756,5,33
1188,570,212,15,56
1189,633,679,20,79
1190,71,732,40,80
1191,29,860,29,74
1192,1638,381,37,71
1193,2499,344,1,19
1194,1932,52,20,20
1195,1896,504,4,52
1196,434,817,26,43
1197,101,834,1,80
1198,930,466,24,5
1199,916,602,4,17
1200,1726,260,37,65
1201,2067,72,2,64
1202,1780,865,30,90
1203,353,199,23,82
1204,708,590,38,29
1205,2468,198,10,18
1206,456,691,39,42
1207,2092,430,29,54
1208,1114,78,30,15
1209,2255,69,5,82
1210,1854,675,38,28
1211,1758,409,17,26
1212,935,32,12,82
1213,1130,617,17,82
1214,1436,874,1,13
1215,629,402,21,22
1216,2234,549,15,60
1217,1727,174,20,17
1218,1601,517,30,25
1219,1360,795,18,80
1220,1491,776,21,27
1221,2075,58,16,28
1222,514,196,16,87
1223,2011,742,36,74
1224,2017,733,24,34
1225,1728,809,9,17
1226,2183,660,34,78
1227,992,877,23,74
1228,32,605,8,89
1229,1648,22,9,47
1230,2282,354,25,54
1231,1945,731,4,80
1232,2425,845,20,75
1233,454,392,30,65
1234,733,142,6,61
1235,699,702,5,1
1236,1360,385,33,78
1237,2451,733,25,85
1238,241,246,11,6
1239,1254,16,10,9
1240,1826,548,7,71
1241,447,599,11,22
1242,801,76,9,73
1243,1996,326,10,56
1244,2111,91,35,19
1245,1914,865,17,21
1246,1795,176,27,81
1247,437,482,34,44
1248,285,772,40,87
1249,1609,387,38,38
1250,824,94,20,72
1251,1353,785,15,5
1252,616,329,19,26
1253,1126,77,30,87
1254,625,212,13,73
1255,1983,242,4,87
1256,1408,289,36,78
1257,417,294,15,82
1258,2473,471,31,7
1259,1584,69,22,35
1260,582,89,22,51
1261,536,194,9,36
1262,531,915,29,68
1263,2434,613,4,29
1264,473,472,36,77
1265,238,272,19,49
1266,579,336,29,9
1267,1706,793,40,59
1268,1255,553,39,5
1269,477,81,12,80
1270,1674,342,4,65
1271,649,349,31,48
1272,740,263,1,42
1273,746,427,24,59
1274,1721,170,4,45
1275,1822,811,3,49
1276,711,535,10,81
1277,1507,47,4,5
1278,1866,409,19,49
1279,425,229,13,60
1280,1961,339,25,20
1281,1054,863,7,80
1282,945,742,34,75
1283,448,421,1,26
1284,95,273,15,51
1285,2023,823,16,49
1286,840,116,14,52
1287,1128,285,20,20
1288,2020,477,40,82
1289,1088,25,32,24
