GoalID,MatchID,PlayerID,TeamID,Minute
143,2164,547,31,2
144,1713,805,4,21
145,612,883,7,76
146,914,419,1,76
147,874,778,2,22
148,1666,598,28,10
149,241,432,10,4
150,2431,163,6,21
151,1006,15,15,64
152,2304,391,3,62
153,632,648,3,34
154,1372,677,29,79
155,2456,601,37,8
156,649,878,29,25
157,1900,114,36,43
158,2236,184,20,21
159,1423,741,40,74
160,585,854,28,69
161,2252,657,1,2
162,1764,559,13,73
163,2172,489,13,50
164,280,220,30,52
165,1076,692,10,21
166,440,631,24,75
167,1422,679,34,90
168,1165,659,16,9
169,1954,915,3,50
170,2416,34,1,75
171,2344,461,17,83
172,14,742,30,30
173,1079,214,12,87
174,829,889,18,71
175,2163,260,3,81
176,2390,611,33,22
177,386,377,4,13
178,2348,799,26,39
179,1331,784,37,25
180,1736,753,16,42
181,736,842,12,1
182,32,416,19,39
183,943,219,21,67
184,2155,427,27,56
185,1079,798,3,81
186,650,900,17,1
187,918,364,40,11
188,920,760,15,39
189,1318,904,11,34
190,2039,631,20,80
191,221,309,27,89
192,1319,139,35,18
193,1748,26,34,78
194,656,272,5,31
195,1926,482,38,90
196,1739,639,8,38
197,1513,141,17,32
198,1384,255,40,66
199,1939,874,6,55
200,561,820,7,71
201,821,613,23,24
202,1448,269,40,15
203,980,579,21,52
204,246,910,29,17
205,1512,625,30,49
206,165,872,31,41
207,2315,658,38,6
208,732,98,36,73
209,605,821,29,61
210,2388,184,18,2
211,1611,429,27,57
212,1687,122,20,73
213,521,144,10,69
214,705,887,4,45
215,184,138,28,16
216,1917,111,16,1
217,1986,918,31,66
218,1954,896,36,69
219,342,814,1,70
220,91,678,16,55
221,513,690,5,49
222,2199,694,29,42
223,1702,444,13,63
224,1459,559,35,10
225,950,327,26,38
226,817,91,22,67
227,524,425,8,40
228,1919,166,16,25
229,991,126,33,9
230,682,111,16,83
231,1935,128,2,55
232,2255,680,29,45
233,1944,33,5,90
234,1741,859,11,80
235,2065,221,3,6
236,1749,714,17,14
237,447,322,25,53
238,1951,793,26,23
239,831,581,19,22
240,775,772,33,9
241,1432,136,24,36
242,1238,875,5,10
243,1879,210,29,65
244,547,353,13,27
245,32,216,11,86
246,1949,390,2,15
247,841,810,13,62
248,1685,915,29,51
249,1259,823,28,46
250,548,606,40,20
251,292,675,33,66
252,2326,202,31,9
253,584,759,35,7
254,44,774,11,63
255,1126,233,16,43
256,1053,97,20,64
257,1468,843,31,64
258,562,895,7,69
259,2210,724,31,61
260,1539,309,18,71
261,2035,733,32,17
262,29,370,13,52
263,939,172,39,55
264,1732,633,12,5
265,336,5,5,90
266,1560,896,15,53
267,2300,763,20,43
268,1880,562,17,65
269,940,728,15,80
270,1837,328,36,83
271,1435,472,10,9
272,626,59,7,73
273,1906,532,35,6
274,1069,95,30,65
275,1684,303,5,29
276,1803,610,7,65
277,1489,40,26,81
278,1948,443,30,2
279,429,837,34,3
280,80,826,7,75
281,2319,676,30,66
282,2344,350,34,2
283,627,764,19,79
284,2131,68,27,81
285,857,513,29,9
286,2091,805,31,58
287,1866,455,4,33
288,796,563,9,81
289,427,584,8,27
290,2499,60,31,73
291,398,4,14,84
292,2041,497,34,23
293,1292,568,22,79
294,1635,310,3,35
295,1707,582,34,43
296,325,525,18,68
297,2186,34,18,29
298,473,280,11,73
299,2086,1,27,4
300,956,879,3,74
301,1444,411,27,45
302,1569,510,27,53
303,969,182,25,74
304,426,99,11,28
305,1669,651,17,21
306,2246,443,7,86
307,498,292,21,81
308,1108,591,9,27
309,317,487,8,40
310,1226,427,5,49
311,877,545,29,8
312,1972,578,35,69
313,2094,605,10,58
314,1230,120,25,36
315,133,623,29,85
316,956,364,35,90
317,1909,382,21,89
318,2293,671,36,41
319,1442,400,5,15
320,262,501,28,71
321,849,522,12,38
322,732,574,38,60
323,1836,450,20,66
324,617,515,13,24
325,188,209,31,4
326,488,587,32,3
327,1577,918,36,61
328,1163,182,30,80
329,1681,54,33,46
330,71,279,9,6
331,1398,144,11,14
332,1513,501,1,69
333,2421,546,22,85
334,1562,124,4,45
335,1597,747,23,78
336,1935,539,38,88
337,2063,296,13,30
338,2397,396,20,74
339,2290,638,11,23
340,2412,683,4,27
341,2151,441,5,46
342,442,892,17,12
343,2022,647,33,85
344,108,201,17,62
345,474,774,35,61
346,1722,804,1,40
347,431,575,2,67
348,966,710,34,39
349,1324,255,22,68
350,788,780,16,43
351,2352,309,36,75
352,489,920,16,43
353,846,126,20,36
354,306,148,1,68
355,562,778,9,16
356,1171,740,28,70
357,1622,42,40,89
358,1934,349,22,27
359,501,783,31,84
360,1315,22,5,17
361,2366,822,3,81
362,440,65,32,20
363,1773,86,36,22
364,1283,509,34,52
365,1208,829,15,46
366,314,707,40,10
367,1566,411,38,81
368,2221,103,25,36
369,1825,69,33,23
370,2012,906,38,18
371,1368,739,36,72
372,603,410,29,23
373,1095,105,3,32
374,1772,678,6,70
375,662,13,29,2
376,1705,562,1,50
377,2484,527,31,46
378,515,147,33,16
379,1584,690,32,87
380,1709,786,36,81
381,349,289,13,64
382,1687,139,32,48
383,170,311,17,44
384,1617,776,13,78
385,1676,189,15,65
386,653,35,31,81
387,2320,140,24,25
388,377,780,32,25
389,1960,210,15,36
390,361,202,32,8
391,2162,455,17,39
392,1249,696,38,42
393,2325,881,1,21
394,1038,593,12,20
395,1615,124,40,50
396,857,561,19,71
397,590,609,25,26
398,231,582,24,78
399,40,130,5,22
400,563,551,12,85
401,587,550,8,11
402,2348,617,27,86
403,1835,442,13,4
404,815,778,17,34
405,2370,343,24,11
406,727,708,20,85
407,94,159,17,84
408,277,713,26,41
409,1997,829,32,67
410,1585,232,14,38
411,1250,608,38,38
412,2318,734,28,79
413,605,428,26,17
414,1505,456,19,62
415,669,811,39,47
416,2080,703,7,21
417,581,40,29,12
418,1291,807,17,80
419,2138,94,40,31
420,499,136,7,50
421,2090,475,7,27
422,1805,245,8,41
423,1653,559,5,62
424,920,598,1,60
425,216,114,39,87
426,1794,529,35,24
427,1033,383,12,40
428,2131,674,1,52
429,1042,545,6,21
430,1371,180,22,9
431,677,768,20,16
432,1285,321,2,58
433,2262,243,5,32
434,572,159,30,44
435,10,795,5,18
436,2038,250,10,90
437,1759,223,23,2
438,1713,919,29,52
439,1808,656,26,15
440,2323,461,29,27
441,1927,415,25,61
442,894,368,18,65
443,1355,85,33,14
444,742,266,28,89
445,1775,662,14,35
446,999,692,5,55
447,2169,873,32,30
448,1777,123,35,38
449,555,418,3,50
450,1179,271,20,50
451,1347,742,30,54
452,1331,602,7,80
453,2219,575,29,21
454,745,633,6,87
455,1397,146,5,53
456,680,662,38,13
457,1243,95,32,54
458,2170,148,5,28
459,1858,135,19,14
460,1363,658,4,68
461,2198,449,40,32
462,289,312,8,26
463,632,358,29,7
464,1416,634,10,50
465,2093,406,35,49
466,2164,451,32,10
467,1150,178,32,78
468,443,27,10,84
469,924,578,33,55
470,666,726,9,22
471,205,255,12,12
472,2337,292,1,57
473,1814,447,7,32
474,599,412,24,45
475,440,841,31,76
476,2438,884,9,11
477,1256,505,22,78
478,939,597,13,1
479,2151,639,35,19
480,986,207,25,54
481,204,551,26,44
482,731,364,3,48
483,2029,63,16,64
484,2367,307,35,28
485,1640,328,32,9
486,1018,144,3,77
487,295,262,10,14
488,1101,463,19,83
489,1025,860,16,36
490,1607,896,3,17
491,687,599,25,11
492,1093,767,24,47
493,2123,71,13,23
494,1117,412,8,17
495,1872,326,15,68
496,2023,801,5,61
497,433,63,3,36
498,2132,735,1,35
499,590,763,22,40
500,1409,675,7,71
501,919,158,38,79
502,1089,913,4,65
503,254,347,39,62
504,73,883,20,25
505,1400,306,27,72
506,343,114,1,75
507,934,679,40,81
508,1787,171,36,1
509,1566,363,9,25
510,282,430,28,5
511,1728,589,6,5
512,1797,521,16,32
513,738,80,30,82
514,2104,733,12,84
515,1524,44,1,69
516,154,775,40,57
517,2004,489,28,34
518,803,411,25,5
519,2270,421,15,42
520,2316,809,15,22
521,1740,665,11,18
522,2174,473,28,88
523,2082,240,35,34
524,1376,708,22,20
525,682,112,12,79
526,1104,306,7,5
527,2028,735,26,84
528,1099,24,6,57
529,1764,318,17,62
530,2166,229,27,85
531,212,610,15,18
532,2135,758,9,84
533,1499,522,8,78
534,2340,81,34,67
535,2272,571,7,69
536,134,411,12,11
537,188,868,8,67
538,835,853,32,73
539,481,701,6,71
540,2005,191,38,58
541,744,138,8,31
542,1704,9,15,8
543,1133,227,26,24
544,586,625,1,34
545,956,26,29,3
546,1764,675,38,1
547,2155,673,6,85
548,629,773,23,36
549,637,661,11,42
550,820,853,18,83
551,369,443,40,18
552,103,533,33,65
553,3,693,24,51
554,1543,76,25,70
555,838,211,31,28
556,937,302,14,15
557,876,479,6,53
558,290,349,22,75
559,427,56,9,78
560,415,586,21,47
561,2206,909,21,53
562,415,42,23,32
563,257,300,33,17
564,1844,162,1,21
565,1175,186,12,8
566,91,151,40,75
567,1345,501,21,29
568,1853,391,6,37
569,1230,301,7,41
570,296,78,8,48
571,415,498,38,68
572,1371,522,30,32
573,1188,557,12,6
574,479,618,24,74
575,1537,54,27,70
576,2113,558,20,47
577,182,629,8,33
578,205,446,40,14
579,802,750,20,74
580,1836,887,36,12
581,180,154,26,42
582,88,409,32,72
583,2275,80,2,57
584,1963,142,2,87
585,1072,763,13,84
586,933,321,11,65
587,2497,577,33,30
588,2002,137,8,56
589,287,427,29,65
590,675,40,9,57
591,616,151,15,79
592,1562,428,29,65
593,1695,245,15,10
594,52,719,36,30
595,2495,682,3,17
596,557,163,1,86
597,987,588,21,85
598,2029,362,9,33
599,1029,736,27,29
600,1254,729,37,86
601,1521,323,15,22
602,977,300,27,71
603,679,338,24,26
604,1081,128,20,55
605,2334,277,12,47
606,559,400,37,50
607,521,544,26,18
608,886,271,16,83
609,130,290,9,26
610,725,560,9,19
611,2317,373,4,16
612,798,304,9,15
613,1659,894,38,39
614,397,226,40,26
615,708,868,3,90
616,375,456,40,80
617,1913,11,9,90
618,1763,745,3,46
619,814,709,4,26
620,2020,401,34,78
621,1417,137,15,89
622,1775,691,18,28
623,1317,431,35,1
624,390,213,19,83
625,1133,242,24,11
626,2292,606,1,35
627,696,656,12,2
628,1240,375,40,81
629,381,139,16,27
630,121,526,32,17
631,1793,193,33,79
632,1605,620,34,5
633,1548,479,28,85
634,1813,44,34,55
635,391,813,21,51
636,1500,730,6,70
637,835,673,40,26
638,2198,729,7,51
639,1640,560,16,49
640,1638,283,1,68
641,1842,43,36,80
642,1016,500,13,40
643,2269,110,29,3
644,2206,632,34,17
645,1438,181,21,68
646,30,104,5,64
647,2241,462,29,34
648,614,101,24,26
649,1999,695,11,15
650,1668,756,1,29
651,1567,663,29,49
652,1747,49,10,22
653,845,752,9,73
654,1219,59,25,44
655,2351,475,6,7
656,1821,295,26,42
657,799,566,26,45
658,2414,641,19,73
659,2265,878,3,21
660,2470,768,19,33
661,1916,23,27,43
662,1210,869,3,29
663,1461,842,13,18
664,1109,452,21,56
665,500,18,28,63
666,751,331,1,51
667,994,348,9,75
668,600,906,3,53
669,1281,331,14,44
670,286,251,26,65
671,2304,537,18,79
672,2458,633,18,21
673,1607,804,28,27
674,1258,805,23,30
675,2092,825,33,17
676,1404,370,26,51
677,150,204,40,66
678,686,627,14,12
679,158,852,13,62
680,700,726,20,35
681,913,765,12,44
682,254,648,16,7
683,352,45,35,16
684,107,541,10,11
685,587,643,24,10
686,2159,401,34,16
687,15,821,13,20
688,136,382,25,60
689,2460,479,14,39
690,781,270,2,86
691,1931,254,15,21
692,775,667,25,29
693,1186,706,3,40
694,514,429,1,30
695,136,142,27,35
696,171,106,10,2
697,65,670,12,26
698,502,585,13,61
699,2419,30,29,20
700,2364,45,3,15
701,559,110,9,9
702,1295,435,12,22
703,1623,320,11,29
704,978,812,38,1
705,2158,609,4,16
706,416,504,18,57
707,1971,617,14,70
708,41,508,10,88
709,568,139,10,90
710,1891,251,13,27
711,2078,595,16,31
712,1855,339,17,73
713,1527,324,19,7
714,1980,113,32,15
715,1474,717,17,90
716,1101,186,6,31
717,804,152,10,41
718,571,280,22,88
719,1778,717,19,90
720,1081,544,34,1
721,1449,894,12,41
722,350,789,20,18
723,396,2,1,59
724,1359,303,37,22
725,2469,303,9,86
726,687,736,9,30
727,1785,288,38,79
728,1760,48,14,65
729,296,294,4,51
730,997,268,24,64
731,939,564,39,35
732,966,332,16,46
733,472,800,33,42
734,1481,53,37,48
735,1907,882,12,24
736,1530,59,1,4
737,1710,211,13,69
738,271,482,25,53
739,152,860,39,55
740,2275,234,15,57
741,754,720,39,26
742,823,593,10,49
743,1040,339,19,74
744,288,174,4,29
745,871,898,37,16
746,1133,565,30,39
747,221,797,16,53
748,2351,438,25,18
749,393,214,30,43
750,1485,380,9,48
751,171,824,28,66
752,1014,275,32,1
753,836,880,11,1
754,1793,747,2,85
755,648,252,27,75
756,2155,712,32,36
757,2021,635,17,18
758,1285,56,25,90
759,1297,272,26,17
760,1340,359,23,75
761,860,793,37,15
762,2276,826,28,79
763,1340,92,18,32
764,2002,666,40,43
765,274,617,35,58
766,863,4,31,12
767,1290,378,38,55
768,2480,263,38,66
769,218,768,7,72
770,1803,218,1,86
771,2290,12,14,49
772,1924,892,26,51
773,2125,687,30,75
774,1524,69,30,65
775,566,722,4,35
776,409,591,28,30
777,27,827,14,53
778,2337,216,1,10
779,1914,57,28,64
780,627,79,40,3
781,1514,377,11,2
782,124,368,9,89
783,2089,594,3,76
784,1627,430,5,80
785,60,466,32,79
786,1736,534,28,14
787,1746,840,34,20
788,415,31,25,72
789,1265,643,37,76
790,1392,36,16,50
791,262,191,15,12
792,1793,447,1,27
793,772,500,30,35
794,1301,781,5,90
795,2486,656,39,6
796,1963,258,35,76
797,1953,761,9,85
798,1019,781,40,62
799,1740,355,15,25
800,1534,1,29,56
801,2093,78,14,33
802,1708,423,1,60
803,499,177,37,56
804,662,196,5,16
805,946,406,1,78
806,418,593,29,58
807,818,670,37,39
808,1831,710,5,29
809,1805,145,33,21
810,792,29,17,86
811,1252,589,4,12
812,366,615,37,56
813,2035,381,30,75
814,508,889,40,88
815,1779,820,30,65
816,2356,467,29,55
817,2010,697,27,76
818,1171,830,2,29
819,1932,315,1,42
820,2461,746,22,8
821,2346,613,27,55
822,607,196,36,72
823,487,644,5,31
824,2211,327,12,6
825,2152,101,13,81
826,1898,677,6,10
827,1742,105,34,28
828,2089,344,21,86
829,1649,7,9,86
830,223,652,10,84
831,1669,514,31,61
832,1770,127,4,21
833,1408,345,15,7
834,1001,197,7,15
835,1650,373,18,6
836,297,124,10,34
837,1785,248,20,17
838,519,298,39,39
839,1711,585,2,87
840,54,529,22,84
841,1546,842,32,63
842,1120,127,40,11
843,1762,591,11,31
844,250,565,27,10
845,2055,476,11,56
846,44,49,7,83
847,802,863,4,34
848,2474,560,15,67
849,724,529,34,25
850,1554,188,34,7
851,581,277,28,12
852,1892,274,21,90
853,249,822,4,19
854,1296,847,26,25
855,1715,837,4,66
856,328,236,9,37
857,783,281,35,32
858,272,234,1,67
859,2472,307,13,39
860,1000,789,13,22
861,1452,762,21,18
862,1098,734,17,44
863,1509,732,5,87
864,1192,295,11,59
865,436,319,34,23
866,1044,381,16,76
867,2358,790,3,18
868,1756,219,25,66
869,1252,214,18,47
870,965,683,15,74
871,843,339,26,63
872,696,774,32,90
873,511,801,7,88
874,1082,230,34,27
875,838,705,32,90
876,1427,272,34,53
877,129,489,38,32
878,819,204,26,49
879,620,683,25,8
880,1947,649,28,7
881,65,363,13,6
882,1078,427,12,15
883,190,779,29,38
884,1723,503,13,66
885,2429,218,37,52
886,1693,307,17,47
887,1089,317,27,67
888,1611,155,13,34
889,257,728,18,88
890,2480,447,34,49
891,1347,546,32,78
892,929,162,33,31
893,798,503,15,59
894,376,101,30,64
895,310,543,4,33
896,778,86,4,74
897,2285,82,25,35
898,1376,684,40,89
899,126,134,31,62
900,2037,782,6,33
901,766,243,28,28
902,1357,353,28,70
903,1064,247,13,12
904,821,777,12,41
905,2022,886,21,78
906,882,185,19,20
907,1156,615,23,11
908,1110,109,27,57
909,265,874,18,56
910,643,81,25,40
911,533,115,9,6
912,1689,451,38,58
913,1273,717,15,83
914,1123,362,23,78
915,1177,137,8,6
916,1076,434,12,90
917,693,312,23,41
918,314,906,17,66
919,1349,388,16,16
920,986,771,1,65
921,37,297,5,61
922,454,93,20,3
923,1940,630,12,39
924,481,721,1,14
925,1724,655,37,30
926,530,188,38,25
927,1497,58,21,62
928,1134,761,11,85
929,234,94,27,4
930,2363,614,30,46
931,1178,799,33,58
932,884,612,10,49
933,1711,49,23,20
934,2219,391,17,59
935,2282,585,40,36
936,838,440,28,13
937,2121,754,13,58
938,466,863,5,5
939,34,57,11,20
940,1770,918,31,65
941,214,427,4,31
942,2400,505,28,4
943,2409,120,15,11
944,1158,86,11,41
945,195,918,2,75
946,927,570,22,65
947,1962,139,12,83
948,1603,867,17,78
949,162,36,31,4
950,321,380,36,73
951,1534,452,8,65
952,1013,641,36,65
953,1339,573,26,59
954,1734,837,6,83
955,1192,125,34,10
956,1979,613,27,47
957,1530,183,1,41
958,235,864,3,71
959,719,764,11,16
960,1249,720,13,23
961,2179,423,5,64
962,1294,337,11,81
963,1665,17,23,44
964,870,21,18,40
965,1227,42,7,63
966,2398,114,3,23
967,1934,667,4,85
968,2426,601,33,9
969,2264,210,18,89
970,2197,407,36,67
971,2199,77,20,51
972,327,30,13,89
973,2162,449,23,14
974,217,563,5,77
975,1465,371,4,26
976,211,377,27,8
977,870,2,16,47
978,136,710,24,61
979,1906,149,11,42
980,1750,826,17,53
981,2138,396,34,61
982,1578,504,15,6
983,15,285,40,54
984,1733,97,38,63
985,2407,308,37,9
986,1210,917,20,16
987,1379,548,32,55
988,71,542,37,34
989,315,722,15,4
990,2339,874,24,41
991,316,121,26,68
992,2157,759,28,59
993,1768,617,3,31
994,1822,508,6,78
995,1614,431,32,43
996,2212,399,11,58
997,123,70,19,20
998,2471,150,15,12
999,41,812,15,74
1000,1431,625,13,69
1001,1166,746,31,74
1002,1142,60,10,3
1003,1021,604,27,73
1004,2289,239,30,84
1005,2116,767,5,64
1006,1651,305,12,71
1007,30,817,35,82
1008,714,834,23,23
1009,1337,324,36,25
1010,1817,613,1,77
1011,558,860,40,51
1012,889,328,7,2
1013,738,516,6,82
1014,1483,22,24,42
1015,940,759,24,52
1016,2189,241,7,20
1017,1747,407,15,58
1018,1150,15,3,73
1019,715,731,21,42
1020,1763,460,1,43
1021,2219,94,18,24
1022,2171,783,4,77
1023,1481,171,23,64
1024,2456,214,21,63
1025,1347,644,32,42
1026,2392,764,18,14
1027,44,730,21,88
1028,811,636,39,30
1029,700,344,10,66
1030,141,855,23,13
1031,1030,314,32,40
1032,2040,384,20,74
1033,1758,154,25,31
1034,707,609,7,74
1035,2157,330,11,82
1036,166,297,10,33
1037,826,859,17,88
1038,1799,356,16,3
1039,489,239,21,41
1040,34,397,38,53
1041,2261,606,11,46
1042,2484,667,2,54
1043,401,706,20,46
1044,548,358,16,23
1045,183,724,13,55
1046,2281,152,28,68
1047,2127,221,30,21
1048,1398,11,18,19
1049,2188,878,14,82
1050,1375,614,10,39
1051,1821,310,16,37
1052,1023,760,35,64
1053,863,400,27,7
1054,1530,693,20,59
1055,2102,789,13,84
1056,2074,16,9,9
1057,363,287,16,23
1058,748,699,20,52
1059,527,777,12,42
1060,1297,731,21,61
1061,1024,536,1,14
1062,1450,420,13,81
1063,813,286,14,17
1064,572,481,19,1
1065,842,529,13,10
1066,773,430,17,58
1067,1334,110,6,44
1068,1136,504,17,64
1069,1406,223,17,1
1070,1390,602,20,60
1071,1994,243,8,27
1072,915,504,30,12
1073,2105,736,15,27
1074,2086,22,31,41
1075,1832,354,2,28
1076,561,140,6,13
1077,1020,3,14,78
1078,1561,35,33,8
1079,202,661,33,67
1080,983,430,38,5
1081,2000,141,7,11
1082,1249,334,31,82
1083,1502,807,7,10
1084,2310,672,4,30
1085,665,146,27,81
1086,1313,440,21,6
1087,1593,446,35,75
1088,294,216,14,78
1089,370,610,3,50
1090,230,788,13,53
1091,570,432,39,33
1092,434,313,32,1
1093,1201,302,28,15
1094,1460,857,17,53
1095,1879,460,1,13
1096,736,712,6,5
1097,2161,490,37,78
1098,592,857,27,87
1099,2298,58,34,16
1100,2314,900,36,34
1101,2435,772,19,5
1102,230,517,39,66
1103,2346,244,40,87
1104,1085,703,17,14
1105,1365,806,22,63
1106,1119,435,16,48
1107,2208,548,20,49
1108,450,642,5,22
1109,1186,896,28,64
1110,1084,156,9,80
1111,2229,880,22,86
1112,1026,719,16,64
1113,2269,120,21,66
1114,303,74,17,1
1115,670,80,21,65
1116,2344,312,35,60
1117,1833,883,22,9
1118,372,595,24,52
1119,287,704,21,69
1120,23,789,2,42
1121,505,873,27,63
1122,1382,530,9,5
1123,2433,394,28,48
1124,471,539,10,88
1125,823,751,18,32
1126,2089,856,29,49
1127,988,543,32,90
1128,1802,787,38,77
1129,1639,698,11,49
1130,635,841,35,74
1131,482,104,25,19
1132,1843,572,17,14
1133,2081,233,30,4
1134,559,834,3,66
1135,2214,364,10,32
1136,1159,457,6,88
1137,1195,628,27,89
1138,2482,263,40,74
1139,1949,547,36,26
1140,664,264,19,20
1141,1635,877,37,68
1142,208,838,2,82
1143,1800,178,6,67
1144,2267,903,17,55
1145,300,634,11,10
1146,937,759,14,9
1147,1595,721,22,2
1148,1648,222,39,39
1149,524,66,2,22
1150,2456,277,29,38
1151,399,815,8,87
1152,20,86,6,67
1153,1201,329,36,83
1154,1938,683,8,83
1155,1688,813,22,29
1156,2198,44,18,6
1157,2235,333,22,46
1158,2371,60,28,69
1159,2390,14,40,51
1160,1414,12,26,17
1161,794,151,35,20
1162,17,575,15,48
1163,321,733,18,79
1164,2390,596,31,3
1165,1590,858,13,84
1166,1141,820,31,69
1167,407,797,21,71
1168,1046,782,14,8
1169,1956,860,5,54
1170,2051,144,30,44
1171,1417,204,7,79
1172,1160,280,28,84
1173,975,253,36,58
1174,672,95,37,72
1175,710,388,8,74
1176,1442,158,27,28
1177,541,643,23,46
1178,2175,685,11,44
1179,1214,616,6,82
1180,157,28,9,85
1181,2458,493,4,70
1182,998,839,39,7
1183,2393,139,25,1
1184,277,227,28,59
1185,2328,890,11,39
1186,515,727,18,40
1187,1564,538,15,42
1188,2425,564,31,78
1189,148,33,39,17
1190,689,815,25,88
1191,92,70,33,59
1192,1132,138,19,2
1193,239,57,6,20
1194,664,396,8,82
1195,729,908,16,38
1196,2466,860,14,7
1197,1502,334,27,29
1198,2458,760,26,17
1199,90,458,29,89
1200,2429,910,6,1
1201,312,698,12,45
1202,2105,145,23,43
1203,1955,530,15,78
1204,1314,368,36,1
1205,1940,470,11,65
1206,1438,97,34,73
1207,1032,670,8,78
1208,1997,872,33,86
1209,1301,385,17,30
1210,1817,105,13,47
1211,2032,900,40,83
1212,307,260,9,33
1213,980,494,31,5
1214,1538,781,39,62
1215,2358,244,14,81
1216,2476,387,35,1
1217,2462,91,14,46
1218,1154,169,25,87
1219,496,387,14,71
1220,1652,367,15,78
1221,1436,751,3,66
1222,741,918,34,30
1223,1255,559,23,46
1224,2088,890,40,75
1225,2414,874,26,59
1226,1823,765,7,74
1227,286,241,13,82
1228,542,554,40,4
1229,2367,518,30,40
1230,1108,7,26,21
1231,154,248,11,69
1232,840,407,23,81
1233,1938,317,12,85
1234,669,350,27,67
1235,389,498,37,16
1236,1919,802,34,31
1237,32,78,1,14
1238,1835,804,17,11
1239,379,796,36,7
1240,588,429,17,21
1241,350,564,23,82
1242,342,372,15,20
1243,1292,732,10,25
1244,1277,865,4,23
1245,2380,919,5,27
1246,959,223,1,55
1247,222,329,5,19
1248,858,576,34,80
1249,786,625,28,30
1250,1093,775,11,21
1251,1435,230,7,27
1252,1005,418,10,31
1253,71,686,19,55
1254,965,594,33,74
1255,2485,672,19,12
1256,634,245,18,90
1257,118,511,7,63
1258,1305,15,21,86
1259,771,90,5,77
1260,1289,355,30,44
1261,546,324,12,15
1262,259,459,9,11
1263,1539,528,21,64
1264,2376,609,33,4
1265,2287,516,3,83
1266,593,411,8,77
1267,590,823,36,11
1268,2043,872,19,49
1269,2124,313,30,83
1270,2250,143,3,54
1271,503,159,15,82
1272,1318,30,27,68
1273,2329,606,26,63
1274,115,482,32,90
1275,70,440,40,88
1276,953,372,37,42
1277,1543,154,30,88
1278,1668,480,23,7
1279,48,589,31,38
1280,243,333,36,24
1281,1615,444,11,75
1282,265,621,15,65
1283,737,613,11,83
1284,1230,919,11,66
1285,2041,119,12,72
1286,164,11,32,47
1287,625,230,8,16
1288,2005,298,27,82
