TeamStatID,MatchID,TeamID,Possession,Shots,ShotsOnTarget,Fouls
83,42,8,49.2,19,6,8
84,42,13,54.3,16,5,11
85,43,7,58.8,16,3,12
86,43,18,42.8,18,8,12
87,44,37,48.4,16,4,15
88,44,34,50.4,8,2,5
89,45,26,43.5,17,10,12
90,45,17,57.2,15,7,5
91,46,37,41.2,7,3,5
92,46,3,42.4,12,4,12
93,47,27,52.2,17,1,11
94,47,11,54.6,15,10,13
95,48,23,48.0,17,6,13
96,48,33,47.9,15,7,5
97,49,17,48.9,16,2,6
98,49,29,59.1,17,1,5
99,50,25,57.5,9,1,5
100,50,15,40.2,8,6,5
101,51,20,53.7,11,7,5
102,51,6,56.5,11,0,14
103,52,39,45.3,20,9,5
104,52,4,40.9,12,5,14
105,53,2,49.9,10,6,7
106,53,3,45.0,10,8,7
107,54,22,49.0,7,0,13
108,54,35,49.3,17,8,10
109,55,33,41.4,20,3,13
110,55,8,41.7,14,10,7
111,56,29,46.7,16,1,10
112,56,27,54.8,5,2,5
113,57,18,56.9,6,7,6
114,57,14,59.1,11,1,11
115,58,37,57.5,17,2,10
116,58,22,55.7,13,6,13
117,59,23,57.0,14,5,7
118,59,25,52.2,17,4,13
119,60,31,52.2,14,6,9
120,60,12,56.5,11,6,9
121,61,29,41.5,8,9,14
122,61,4,46.8,14,6,11
123,62,8,57.1,14,2,14
124,62,36,43.7,17,2,8
125,63,21,42.7,15,6,7
126,63,12,54.8,14,9,11
127,64,12,41.5,10,5,6
128,64,11,47.4,18,6,5
129,65,2,56.7,5,1,7
130,65,7,40.5,14,2,13
131,66,23,54.2,7,8,12
132,66,7,45.7,7,7,13
133,67,1,42.2,13,7,15
134,67,13,48.6,16,1,12
135,68,37,53.6,13,1,5
136,68,30,42.9,11,3,7
137,69,23,60.8,6,1,9
138,69,8,53.6,6,7,5
139,70,40,56.5,6,1,5
140,70,13,59.3,11,0,9
141,71,21,47.5,14,9,5
142,71,38,57.8,17,7,13
143,72,37,60.8,20,0,13
144,72,38,52.5,14,2,10
145,73,33,54.8,11,9,10
146,73,40,55.2,13,10,10
147,74,1,53.6,18,0,5
148,74,24,42.8,18,5,7
149,75,31,49.9,6,2,5
150,75,37,45.1,17,4,7
151,76,40,46.9,10,10,12
152,76,37,45.9,14,1,10
153,77,33,44.8,6,1,14
154,77,1,50.9,15,10,6
155,78,25,41.5,18,6,10
156,78,20,52.9,14,4,8
157,79,15,41.6,9,3,10
158,79,3,59.1,15,1,7
159,80,3,58.1,6,3,12
160,80,20,58.0,15,3,11
161,81,28,58.2,11,8,11
162,81,24,59.8,6,4,12
163,82,15,45.4,14,8,12
164,82,3,48.5,10,1,15
165,83,23,60.0,19,3,7
166,83,16,55.6,6,0,15
167,84,12,45.7,12,1,6
168,84,1,53.4,7,5,13
169,85,36,54.4,19,2,14
170,85,16,56.2,15,2,8
171,86,14,44.5,20,2,8
172,86,5,41.1,19,6,10
173,87,22,56.9,10,2,14
174,87,17,57.0,12,5,7
175,88,21,51.4,8,9,8
176,88,3,44.4,19,9,6
177,89,14,60.3,10,5,13
178,89,5,54.8,15,7,6
179,90,37,48.0,7,8,8
180,90,36,59.4,15,5,6
181,91,31,40.9,17,5,9
182,91,28,41.8,13,10,11
183,92,27,48.9,9,2,10
184,92,36,53.2,18,6,14
185,93,30,60.3,6,9,15
186,93,35,40.8,11,3,12
187,94,5,56.8,17,6,15
188,94,21,54.6,18,4,6
189,95,22,45.2,18,9,6
190,95,26,46.8,9,4,5
191,96,32,53.6,9,4,13
192,96,13,55.8,13,7,11
193,97,27,42.1,9,3,6
194,97,16,59.5,12,1,9
195,98,34,52.1,18,5,9
196,98,11,57.7,12,1,12
197,99,27,44.0,10,10,9
198,99,21,51.2,11,9,14
199,100,9,55.4,9,5,12
200,100,24,51.1,7,9,11
201,101,30,49.6,11,7,6
202,101,24,53.5,10,9,11
203,102,37,41.9,11,6,6
204,102,28,52.4,11,5,5
205,103,37,44.8,5,6,8
206,103,15,44.2,13,2,12
207,104,40,59.1,14,4,8
208,104,5,53.8,12,0,15
209,105,20,51.4,9,10,5
210,105,4,56.0,11,1,10
211,106,7,47.4,15,4,11
212,106,5,57.0,11,10,10
213,107,3,50.9,8,8,6
214,107,25,47.0,12,1,12
215,108,8,42.8,11,2,14
216,108,32,54.3,20,5,9
217,109,4,43.0,20,3,13
218,109,30,50.4,11,10,6
219,110,10,57.6,11,0,14
220,110,2,42.2,13,6,12
221,111,37,57.9,7,8,7
222,111,6,42.6,13,10,10
223,112,4,56.6,10,5,12
224,112,13,46.3,12,10,6
225,113,17,48.0,12,3,9
226,113,11,52.7,10,6,7
227,114,40,49.1,20,2,11
228,114,11,44.3,6,4,6
229,115,38,52.7,20,9,7
230,115,1,53.5,10,0,8
231,116,23,53.7,6,4,14
232,116,12,48.2,5,1,7
233,117,2,40.3,5,9,9
234,117,27,43.8,11,5,7
235,118,1,53.0,8,4,6
236,118,40,44.6,6,4,6
237,119,15,56.7,15,10,14
238,119,12,55.6,20,9,8
239,120,2,60.3,20,5,5
240,120,31,47.8,6,3,5
241,121,30,56.7,8,3,6
242,121,29,43.1,12,10,9
243,122,19,46.2,15,5,8
244,122,16,46.8,8,3,15
245,123,31,52.8,17,1,9
246,123,4,52.8,9,7,11
247,124,20,55.2,10,9,7
248,124,15,47.6,15,5,9
249,125,7,60.1,16,10,10
250,125,28,53.5,9,9,5
251,126,7,44.1,20,0,5
252,126,34,57.0,16,2,6
253,127,22,46.5,20,5,14
254,127,2,48.8,6,8,5
255,128,30,58.0,12,9,15
256,128,36,53.1,18,6,15
257,129,37,43.6,15,8,8
258,129,40,50.9,13,7,5
259,130,13,57.5,17,3,7
260,130,22,59.9,9,2,13
261,131,32,41.6,18,9,12
262,131,1,52.6,11,9,7
263,132,18,60.1,16,2,10
264,132,1,59.3,9,0,5
265,133,19,46.5,10,9,14
266,133,38,45.1,5,2,15
267,134,37,41.7,15,5,13
268,134,37,58.2,19,10,5
269,135,30,50.7,12,4,7
270,135,23,41.0,15,0,5
271,136,21,54.8,19,2,12
272,136,10,45.8,10,0,8
273,137,3,44.6,15,2,7
274,137,38,41.1,6,4,5
275,138,37,41.8,17,2,13
276,138,1,52.9,15,4,10
277,139,18,40.6,12,7,7
278,139,25,46.6,6,3,6
279,140,21,56.6,5,9,5
280,140,5,55.5,6,9,13
281,141,10,58.9,9,5,14
282,141,26,47.1,18,2,12
283,142,19,46.8,15,7,9
284,142,38,51.1,18,10,6
285,143,31,58.1,14,8,7
286,143,40,57.4,18,5,7
287,144,24,40.2,9,4,8
288,144,22,41.6,8,10,11
289,145,3,49.7,6,1,12
290,145,24,44.5,18,3,8
291,146,1,43.8,14,7,8
292,146,1,49.8,16,0,6
293,147,13,58.9,7,8,11
294,147,30,42.1,12,10,10
295,148,36,42.3,17,2,8
296,148,1,55.6,9,4,12
297,149,21,50.5,8,5,8
298,149,9,57.2,9,8,15
299,150,37,43.3,7,5,14
300,150,11,47.8,13,1,8
301,151,18,43.6,9,7,15
302,151,23,52.6,15,2,11
303,152,5,45.1,7,0,7
304,152,4,55.4,17,5,5
305,153,27,48.3,15,3,12
306,153,28,53.8,9,2,15
307,154,34,48.8,10,0,14
308,154,5,44.3,14,6,11
309,155,23,52.9,11,4,6
310,155,2,60.6,15,7,15
311,156,37,56.2,15,8,10
312,156,30,57.1,6,5,7
313,157,24,42.1,18,9,13
314,157,10,49.9,15,9,12
315,158,33,43.6,20,7,15
316,158,18,45.7,14,10,12
317,159,22,48.7,5,7,13
318,159,18,60.5,13,9,7
319,160,11,54.4,18,7,13
320,160,30,41.0,10,5,15
321,161,9,47.7,10,0,13
322,161,14,60.9,14,1,15
323,162,32,42.2,15,5,15
324,162,16,45.0,15,10,6
325,163,18,48.3,12,1,8
326,163,35,44.4,19,8,5
327,164,31,47.2,11,9,7
328,164,18,48.8,5,5,15
329,165,39,53.6,14,3,5
330,165,22,42.1,16,4,9
331,166,30,60.9,13,9,12
332,166,11,41.0,8,6,15
333,167,5,59.5,12,2,14
334,167,35,48.1,19,4,8
335,168,8,40.1,5,8,9
336,168,3,55.3,19,1,12
337,169,3,47.1,12,5,15
338,169,11,52.3,7,5,12
339,170,25,50.0,17,7,13
340,170,37,54.0,19,4,10
341,171,29,45.8,8,5,7
342,171,2,41.8,17,7,5
343,172,30,58.4,20,0,5
344,172,17,47.9,16,5,15
345,173,22,48.6,11,10,15
346,173,9,47.2,11,6,7
347,174,31,57.0,12,4,14
348,174,36,51.0,17,3,8
349,175,36,45.0,20,10,15
350,175,19,59.9,9,1,6
351,176,22,57.7,13,8,5
352,176,23,50.5,14,9,10
353,177,7,58.4,9,6,14
354,177,32,57.0,15,5,15
355,178,20,58.6,7,2,9
356,178,40,56.3,6,10,8
357,179,6,52.8,18,5,12
358,179,36,48.0,11,6,7
359,180,1,50.4,10,8,8
360,180,34,47.1,18,5,14
361,181,40,44.1,14,6,14
362,181,29,57.9,12,5,7
363,182,40,49.2,5,8,10
364,182,10,59.9,12,6,5
365,183,32,41.7,15,8,7
366,183,10,50.1,19,8,5
367,184,40,46.2,9,10,12
368,184,14,47.6,11,2,7
369,185,38,46.9,15,4,15
370,185,39,46.3,6,1,12
371,186,19,45.6,13,3,14
372,186,28,46.5,10,0,7
373,187,14,49.9,12,9,7
374,187,31,57.8,7,9,8
375,188,9,41.9,19,5,10
376,188,18,53.6,19,3,13
377,189,21,51.1,12,9,14
378,189,18,55.2,7,2,12
379,190,2,45.3,18,0,11
380,190,28,45.5,6,2,7
381,191,18,58.5,17,3,14
382,191,8,49.9,10,10,14
383,192,32,57.9,17,0,6
384,192,11,46.7,9,5,6
385,193,29,44.1,13,7,14
386,193,10,50.1,19,7,13
387,194,32,40.7,11,5,11
388,194,25,53.6,10,2,10
389,195,11,52.6,13,7,9
390,195,13,45.1,8,1,15
391,196,30,49.4,12,1,11
392,196,24,54.1,7,10,5
393,197,15,56.9,12,1,12
394,197,28,46.3,15,0,13
395,198,3,50.1,15,8,11
396,198,37,49.4,17,6,5
397,199,17,45.6,8,4,9
398,199,25,60.1,10,8,6
399,200,32,42.6,8,1,14
400,200,10,59.5,13,7,8
401,201,37,40.7,13,3,5
402,201,20,57.9,11,4,9
403,202,4,43.2,10,5,11
404,202,37,49.7,17,1,11
405,203,3,47.9,13,7,11
406,203,23,46.1,9,8,7
407,204,28,44.4,13,8,6
408,204,31,51.9,9,1,9
409,205,38,60.8,11,1,12
410,205,23,45.5,17,3,9
411,206,19,44.5,9,5,7
412,206,22,42.7,17,7,12
413,207,34,40.1,8,9,6
414,207,32,49.5,13,1,5
415,208,4,60.4,8,7,13
416,208,23,58.3,11,1,15
417,209,3,47.3,7,8,13
418,209,6,53.6,7,1,15
419,210,37,45.9,11,10,10
420,210,3,54.3,7,5,7
421,211,32,51.5,6,6,13
422,211,2,54.9,16,8,12
423,212,18,41.4,16,3,13
424,212,22,57.3,11,6,7
425,213,9,60.2,10,1,7
426,213,33,40.5,17,1,5
427,214,40,60.4,8,9,5
428,214,5,47.1,14,2,5
429,215,11,46.3,15,2,15
430,215,19,54.6,9,3,8
431,216,38,52.4,19,1,5
432,216,33,53.0,14,9,12
433,217,28,55.7,15,10,12
434,217,16,55.9,19,6,14
435,218,24,42.3,9,5,11
436,218,18,42.4,7,1,14
437,219,24,56.4,5,10,10
438,219,31,40.8,7,4,13
439,220,39,52.5,10,8,9
440,220,36,53.9,6,8,14
441,221,38,46.1,20,3,15
442,221,20,59.7,20,10,7
443,222,22,50.6,8,5,6
444,222,27,40.1,8,2,7
445,223,8,54.4,9,7,11
446,223,5,55.1,17,0,8
447,224,40,45.2,14,6,5
448,224,6,45.0,13,0,9
449,225,9,47.4,14,9,9
450,225,18,45.7,18,10,13
451,226,20,53.0,8,7,6
452,226,2,48.4,6,9,11
453,227,12,50.6,19,4,5
454,227,35,58.5,12,3,9
455,228,22,55.4,7,2,14
456,228,24,51.7,14,7,7
457,229,23,48.0,20,3,7
458,229,39,45.8,16,5,12
459,230,36,45.0,7,8,6
460,230,25,50.4,7,5,15
461,231,27,42.4,15,10,13
462,231,32,53.3,10,4,15
463,232,6,55.7,19,4,7
464,232,26,53.6,19,5,6
465,233,18,42.6,10,6,10
466,233,32,53.4,16,10,5
467,234,35,50.9,5,8,15
468,234,25,46.3,13,0,14
469,235,25,55.5,13,7,8
470,235,10,52.4,10,3,5
471,236,25,45.3,6,10,5
472,236,20,44.3,16,4,7
473,237,29,55.4,5,9,10
474,237,8,53.4,11,8,6
475,238,1,48.6,11,6,7
476,238,13,41.7,14,9,7
477,239,35,48.8,9,3,8
478,239,13,44.6,13,10,15
479,240,26,42.4,16,10,11
480,240,31,55.5,20,4,6
481,241,23,49.2,16,1,6
482,241,27,49.7,7,10,5
483,242,6,55.2,17,1,11
484,242,25,54.2,6,1,11
485,243,24,41.6,8,9,7
486,243,13,48.5,11,7,15
487,244,25,57.5,12,4,12
488,244,1,60.2,5,3,12
489,245,24,49.1,15,5,7
490,245,12,58.5,12,1,14
491,246,17,55.4,7,7,14
492,246,8,48.0,19,6,11
493,247,3,55.0,18,9,12
494,247,3,50.1,8,7,11
495,248,17,49.2,6,7,15
496,248,32,44.0,9,6,7
497,249,40,54.6,14,4,8
498,249,37,53.4,16,9,12
499,250,4,43.1,12,10,9
500,250,20,52.4,16,0,13
501,251,40,40.0,14,1,13
502,251,26,56.8,10,9,7
503,252,11,50.6,6,9,12
504,252,20,52.3,16,9,10
505,253,30,60.2,20,9,5
506,253,16,42.8,16,10,15
507,254,20,60.8,18,9,9
508,254,24,47.4,16,6,14
509,255,28,52.8,17,9,14
510,255,35,58.1,19,10,7
511,256,13,59.6,12,1,6
512,256,23,52.1,6,9,11
513,257,28,45.1,14,0,13
514,257,1,49.0,20,6,7
515,258,15,60.6,10,7,11
516,258,1,40.2,13,9,11
517,259,31,45.6,7,9,6
518,259,23,59.7,11,5,5
519,260,37,57.2,20,2,9
520,260,27,42.0,8,9,11
521,261,29,40.3,10,4,13
522,261,13,57.3,8,3,5
523,262,39,41.9,13,8,7
524,262,12,44.6,6,1,11
525,263,33,40.4,15,9,10
526,263,31,56.5,18,8,9
527,264,33,60.4,18,0,5
528,264,34,49.7,11,1,7
529,265,12,42.5,18,5,11
530,265,23,43.1,15,7,13
531,266,3,43.4,15,0,11
532,266,15,56.7,12,7,15
533,267,12,49.4,14,1,6
534,267,6,51.5,10,5,14
535,268,15,50.0,16,10,9
536,268,18,56.7,7,9,15
537,269,8,43.8,13,7,7
538,269,17,49.5,7,8,10
539,270,4,47.8,18,4,13
540,270,38,53.8,19,2,8
541,271,39,54.4,20,2,12
542,271,34,42.4,19,2,9
543,272,27,55.6,20,4,14
544,272,5,44.3,13,10,7
545,273,1,54.6,10,10,11
546,273,19,51.8,19,2,8
547,274,30,43.9,12,4,15
548,274,2,56.9,20,4,7
549,275,39,56.4,20,7,14
550,275,36,41.0,16,1,5
551,276,25,61.0,14,8,13
552,276,29,44.3,15,10,15
553,277,14,55.0,10,8,12
554,277,39,42.4,7,0,6
555,278,25,48.7,20,8,5
556,278,39,59.3,11,3,11
557,279,39,50.2,20,0,7
558,279,11,60.0,8,6,6
559,280,23,59.1,9,0,9
560,280,13,60.9,15,9,8
561,281,37,58.6,8,7,9
562,281,8,59.1,20,8,5
563,282,4,49.3,15,6,14
564,282,38,51.8,9,8,10
565,283,24,49.1,16,0,6
566,283,36,54.5,11,7,10
567,284,23,47.3,14,8,8
568,284,25,54.9,15,2,11
569,285,17,50.8,18,6,9
570,285,13,50.6,13,5,8
571,286,32,40.6,5,8,7
572,286,6,42.2,15,6,13
573,287,30,49.9,11,4,8
574,287,40,47.1,12,1,10
575,288,38,56.5,6,2,15
576,288,35,44.0,18,10,11
577,289,31,58.7,19,8,11
578,289,19,51.8,14,1,8
579,290,7,53.7,13,5,7
580,290,35,40.2,19,4,7
581,291,26,45.5,18,9,14
582,291,2,56.9,19,2,6
583,292,28,48.8,16,8,10
584,292,38,54.1,8,4,10
585,293,39,58.0,19,8,13
586,293,30,60.1,17,3,5
587,294,12,45.1,8,0,12
588,294,29,49.9,12,8,13
589,295,21,60.3,5,0,7
590,295,7,56.7,20,9,14
591,296,29,52.0,20,7,7
592,296,40,40.4,11,9,6
593,297,24,50.5,7,10,6
594,297,9,42.3,17,10,11
595,298,1,52.5,11,9,9
596,298,20,56.6,11,7,11
597,299,14,54.0,6,8,12
598,299,32,48.5,11,7,12
599,300,2,46.7,9,9,8
600,300,20,56.7,6,3,13
601,301,21,40.0,9,2,6
602,301,4,53.0,5,2,9
603,302,5,48.8,13,7,13
604,302,14,55.8,13,10,13
605,303,26,56.6,5,5,7
606,303,17,43.5,13,9,9
607,304,18,54.6,15,0,15
608,304,11,46.5,20,5,15
609,305,39,40.3,9,0,8
610,305,12,57.6,17,7,13
611,306,18,49.0,16,3,8
612,306,2,56.7,9,2,10
613,307,13,46.5,18,5,10
614,307,39,59.5,8,3,9
615,308,2,58.0,20,5,14
616,308,14,43.8,11,9,11
617,309,26,46.6,17,3,11
618,309,37,47.6,12,3,9
619,310,30,45.9,15,6,13
620,310,8,47.3,10,7,13
621,311,28,52.8,5,5,7
622,311,28,42.2,10,6,15
623,312,8,51.4,20,6,12
624,312,40,51.5,5,7,8
625,313,38,49.0,18,3,9
626,313,33,53.0,9,7,15
627,314,31,40.0,18,5,14
628,314,38,50.8,18,10,9
629,315,25,44.7,6,2,12
630,315,12,51.2,9,4,14
631,316,6,46.3,10,7,14
632,316,25,52.9,14,2,12
633,317,40,49.1,6,0,13
634,317,18,60.5,11,6,11
635,318,23,45.5,18,0,9
636,318,24,57.0,18,1,13
637,319,13,53.1,7,0,8
638,319,10,50.1,6,9,14
639,320,39,41.0,15,10,8
640,320,14,44.8,6,2,14
641,321,23,53.1,13,7,7
642,321,19,48.2,10,3,7
643,322,21,50.3,10,6,6
644,322,3,53.1,19,3,13
645,323,5,47.7,11,2,10
646,323,4,54.4,8,8,15
647,324,3,45.2,13,4,13
648,324,29,58.9,14,10,11
649,325,1,42.6,13,7,11
650,325,40,50.8,10,0,12
651,326,27,50.8,12,9,11
652,326,35,44.3,9,4,11
653,327,33,40.6,12,2,5
654,327,26,59.3,6,7,12
655,328,8,46.5,11,8,13
656,328,31,41.4,11,1,10
657,329,3,48.7,11,4,9
658,329,12,51.9,13,9,11
659,330,35,48.4,12,3,5
660,330,1,55.8,5,10,5
661,331,30,55.6,17,9,10
662,331,19,44.2,7,9,12
663,332,9,47.0,20,7,15
664,332,19,54.5,17,6,11
665,333,3,41.0,6,9,5
666,333,26,40.8,16,3,13
667,334,15,54.3,19,7,14
668,334,4,42.8,13,3,7
669,335,9,57.2,15,9,5
670,335,5,46.1,20,4,12
671,336,12,48.8,12,10,5
672,336,23,52.1,19,4,7
673,337,31,46.4,18,1,7
674,337,5,44.1,18,2,6
675,338,18,50.2,13,10,9
676,338,16,53.5,20,5,7
677,339,26,45.0,12,2,5
678,339,39,55.2,12,0,11
679,340,4,48.6,15,5,8
680,340,5,43.2,13,7,15
681,341,36,43.1,6,0,12
682,341,39,49.1,11,9,12
683,342,18,57.5,11,7,11
684,342,9,53.1,13,1,14
685,343,7,54.4,20,8,8
686,343,14,58.1,13,4,8
687,344,16,43.3,5,10,6
688,344,23,60.7,14,1,10
689,345,10,57.4,7,3,15
690,345,19,43.6,14,9,15
691,346,18,43.4,9,1,13
692,346,37,44.2,10,6,12
693,347,15,54.2,9,0,10
694,347,35,54.6,13,2,14
695,348,13,55.9,12,3,14
696,348,15,44.3,19,3,8
697,349,17,48.7,18,5,9
698,349,12,60.8,6,9,7
699,350,30,44.6,11,7,6
700,350,10,46.7,12,9,15
701,351,25,58.7,13,1,15
702,351,28,57.8,18,2,15
703,352,40,57.1,11,6,12
704,352,32,55.6,11,2,14
705,353,8,51.6,9,10,8
706,353,29,45.4,5,6,9
707,354,36,45.1,15,8,12
708,354,26,46.2,18,2,15
709,355,39,57.0,9,3,12
710,355,16,48.3,20,1,14
711,356,14,46.3,13,7,9
712,356,2,60.1,14,10,13
713,357,2,60.9,11,4,11
714,357,34,48.6,7,7,15
715,358,9,53.3,15,10,14
716,358,10,53.1,16,1,9
717,359,23,60.5,14,0,5
718,359,8,48.1,18,1,15
719,360,36,55.7,5,4,11
720,360,25,43.8,7,6,7
721,361,6,49.3,5,1,10
722,361,3,43.3,5,4,14
723,362,11,57.7,14,4,14
724,362,9,48.7,6,2,6
725,363,37,49.9,11,0,11
726,363,18,50.9,5,3,6
727,364,2,54.2,15,2,7
728,364,1,60.2,17,2,14
729,365,28,49.2,7,1,7
730,365,37,53.5,14,5,9
731,366,8,55.4,7,10,8
732,366,38,60.4,15,4,5
733,367,36,57.6,20,10,5
734,367,34,54.0,17,3,5
735,368,17,40.8,12,2,12
736,368,15,48.6,12,4,6
737,369,11,54.1,17,3,7
738,369,11,52.8,13,1,13
739,370,35,44.6,5,8,14
740,370,29,53.2,13,1,13
741,371,23,42.1,7,2,5
742,371,18,60.7,19,10,13
743,372,21,45.2,17,4,8
744,372,5,41.8,11,0,7
745,373,35,40.6,18,7,11
746,373,36,40.9,13,2,15
747,374,3,59.0,8,10,14
748,374,33,44.1,15,10,10
749,375,1,47.9,19,8,11
750,375,36,58.6,20,4,8
751,376,37,50.6,18,0,14
752,376,14,40.8,20,4,11
753,377,16,45.3,5,10,12
754,377,14,42.4,9,3,6
755,378,31,44.8,6,1,9
756,378,18,45.0,11,0,8
757,379,6,52.2,18,1,5
758,379,10,41.0,7,9,14
759,380,13,40.0,11,9,11
760,380,31,46.5,14,9,7
761,381,6,54.1,7,2,10
762,381,2,53.9,20,6,13
763,382,24,60.3,16,6,15
764,382,8,60.0,16,3,13
765,383,27,57.8,13,7,9
766,383,38,54.4,15,4,14
767,384,15,56.8,8,5,11
768,384,17,40.4,7,3,14
769,385,18,51.8,15,10,15
770,385,12,54.7,16,6,9
771,386,35,54.2,19,0,5
772,386,4,60.6,7,7,6
773,387,26,45.9,20,1,9
774,387,25,47.5,8,2,12
775,388,33,53.1,7,0,5
776,388,33,49.7,20,6,14
777,389,37,57.3,16,8,13
778,389,10,52.6,14,6,6
779,390,20,45.4,13,6,14
780,390,7,60.9,17,0,8
781,391,21,52.8,6,8,15
782,391,38,48.8,19,4,8
783,392,24,40.3,12,0,8
784,392,32,40.7,16,7,12
785,393,34,41.6,15,8,11
786,393,13,45.4,14,5,11
787,394,27,56.2,7,5,10
788,394,39,51.7,17,9,12
789,395,33,52.7,18,1,7
790,395,33,52.8,13,6,15
791,396,1,44.3,18,2,7
792,396,30,55.3,18,1,14
793,397,35,48.1,5,4,5
794,397,32,51.6,19,7,15
795,398,7,50.0,15,2,11
796,398,27,49.5,10,7,7
797,399,21,48.6,19,3,15
798,399,30,45.0,19,5,10
799,400,19,44.8,13,10,8
800,400,5,56.7,14,4,6
801,401,6,60.9,8,6,7
802,401,16,43.4,11,8,13
803,402,22,49.2,9,0,7
804,402,22,40.3,5,1,15
805,403,5,43.2,18,2,12
806,403,20,42.1,5,10,8
807,404,26,50.8,12,1,13
808,404,17,57.9,10,8,14
809,405,2,51.3,7,6,12
810,405,3,41.5,16,5,12
811,406,34,45.3,17,7,10
812,406,14,48.7,17,6,9
813,407,28,45.7,6,0,12
814,407,10,49.0,16,2,9
815,408,12,58.7,15,3,7
816,408,36,48.8,11,8,8
817,409,2,44.1,5,2,11
818,409,13,49.7,14,1,14
819,410,32,55.9,5,3,8
820,410,1,40.2,5,0,10
821,411,10,59.3,9,8,9
822,411,9,40.4,7,6,12
823,412,16,55.7,10,3,9
824,412,15,46.0,17,0,11
825,413,21,41.1,8,10,11
826,413,33,57.2,6,4,7
827,414,35,40.7,10,0,8
828,414,23,54.6,17,3,7
829,415,17,48.8,11,6,7
830,415,26,53.5,15,3,12
831,416,3,41.7,6,3,15
832,416,20,42.4,14,0,11
833,417,31,53.3,18,6,7
834,417,35,42.1,19,9,6
835,418,15,47.8,15,8,8
836,418,30,60.1,6,1,11
837,419,38,56.8,18,4,8
838,419,3,57.6,13,8,9
839,420,12,44.5,18,7,8
840,420,34,52.0,8,4,8
841,421,40,40.7,20,5,12
842,421,16,60.1,17,7,8
843,422,1,54.4,15,4,9
844,422,33,43.0,10,9,10
845,423,40,58.4,8,0,7
846,423,26,54.8,13,3,5
847,424,38,42.2,10,6,9
848,424,16,43.1,15,8,15
849,425,24,58.0,13,4,9
850,425,9,48.0,16,4,8
851,426,11,43.5,13,7,6
852,426,19,59.5,19,0,11
853,427,15,55.9,9,3,6
854,427,6,47.0,15,6,12
855,428,3,41.9,17,8,10
856,428,25,44.0,10,4,7
857,429,9,43.8,12,5,13
858,429,2,51.0,5,6,11
859,430,2,57.7,18,5,12
860,430,16,41.9,18,7,11
861,431,31,45.1,8,4,5
862,431,12,45.8,20,6,7
863,432,29,51.1,9,3,5
864,432,6,56.4,15,8,5
865,433,24,60.5,5,6,15
866,433,21,51.7,17,5,12
867,434,16,52.8,16,6,8
868,434,40,57.4,5,0,5
869,435,8,45.0,13,3,14
870,435,36,48.8,9,7,6
